seed_id,text,label
8,i am experiencing i had a seizure a few minutes ago and i am confused,EMERGENCY
9,my child is unresponsive and floppy,EMERGENCY
9,i have my child is unresponsive and floppy,EMERGENCY
9,"doctor, my child is unresponsive and floppy",EMERGENCY
9,my child is unresponsive and floppy. what should i do,EMERGENCY
9,my child is unresponsive and floppy. please advise,EMERGENCY
9,"hi, my child is unresponsive and floppy and i am worried",EMERGENCY
9,hello doctor my child is unresponsive and floppy,EMERGENCY
9,i am experiencing my child is unresponsive and floppy,EMERGENCY
10,heavy bleeding from a deep cut that will not stop,EMERGENCY
10,i have heavy bleeding from a deep cut that will not stop,EMERGENCY
10,"doctor, heavy bleeding from a deep cut that will not stop",EMERGENCY
10,heavy bleeding from a deep cut that will not stop. what should i do,EMERGENCY
10,heavy bleeding from a deep cut that will not stop. please advise,EMERGENCY
10,"hi, heavy bleeding from a deep cut that will not stop and i am worried",EMERGENCY
10,hello doctor heavy bleeding from a deep cut that will not stop,EMERGENCY
10,i am experiencing heavy bleeding from a deep cut that will not stop,EMERGENCY
11,"worst headache of my life, started suddenly like a thunderclap",EMERGENCY
11,"i have worst headache of my life, started suddenly like a thunderclap",EMERGENCY
11,"doctor, worst headache of my life, started suddenly like a thunderclap",EMERGENCY
11,"worst headache of my life, started suddenly like a thunderclap. what should i do",EMERGENCY
11,"worst headache of my life, started suddenly like a thunderclap. please advise",EMERGENCY
11,"hi, worst headache of my life, started suddenly like a thunderclap and i am worried",EMERGENCY
11,"hello doctor worst headache of my life, started suddenly like a thunderclap",EMERGENCY
11,"i am experiencing worst headache of my life, started suddenly like a thunderclap",EMERGENCY
12,i took an overdose of tablets,EMERGENCY
12,i have i took an overdose of tablets,EMERGENCY
12,"doctor, i took an overdose of tablets",EMERGENCY
12,i took an overdose of tablets. what should i do,EMERGENCY
12,i took an overdose of tablets. please advise,EMERGENCY
12,"hi, i took an overdose of tablets and i am worried",EMERGENCY
12,hello doctor i took an overdose of tablets,EMERGENCY
12,i am experiencing i took an overdose of tablets,EMERGENCY
13,i am having thoughts of ending my life,EMERGENCY
13,i have i am having thoughts of ending my life,EMERGENCY
13,"doctor, i am having thoughts of ending my life",EMERGENCY
13,i am having thoughts of ending my life. what should i do,EMERGENCY
13,i am having thoughts of ending my life. please advise,EMERGENCY
13,"hi, i am having thoughts of ending my life and i am worried",EMERGENCY
13,hello doctor i am having thoughts of ending my life,EMERGENCY
13,i am experiencing i am having thoughts of ending my life,EMERGENCY
14,severe abdominal pain with a rigid hard stomach,EMERGENCY
14,i have severe abdominal pain with a rigid hard stomach,EMERGENCY
14,"doctor, severe abdominal pain with a rigid hard stomach",EMERGENCY
14,severe abdominal pain with a rigid hard stomach. what should i do,EMERGENCY
14,severe abdominal pain with a rigid hard stomach. please advise,EMERGENCY
14,"hi, severe abdominal pain with a rigid hard stomach and i am worried",EMERGENCY
14,hello doctor severe abdominal pain with a rigid hard stomach,EMERGENCY
14,i am experiencing severe abdominal pain with a rigid hard stomach,EMERGENCY
15,high fever with a stiff neck and i cannot tolerate light,EMERGENCY
15,i have high fever with a stiff neck and i cannot tolerate light,EMERGENCY
15,"doctor, high fever with a stiff neck and i cannot tolerate light",EMERGENCY
15,high fever with a stiff neck and i cannot tolerate light. what should i do,EMERGENCY
15,high fever with a stiff neck and i cannot tolerate light. please advise,EMERGENCY
15,"hi, high fever with a stiff neck and i cannot tolerate light and i am worried",EMERGENCY
15,hello doctor high fever with a stiff neck and i cannot tolerate light,EMERGENCY
15,i am experiencing high fever with a stiff neck and i cannot tolerate light,EMERGENCY
16,swollen tongue and throat closing after eating peanuts,EMERGENCY
16,i have swollen tongue and throat closing after eating peanuts,EMERGENCY
16,"doctor, swollen tongue and throat closing after eating peanuts",EMERGENCY
16,swollen tongue and throat closing after eating peanuts. what should i do,EMERGENCY
16,swollen tongue and throat closing after eating peanuts. please advise,EMERGENCY
16,"hi, swollen tongue and throat closing after eating peanuts and i am worried",EMERGENCY
16,hello doctor swollen tongue and throat closing after eating peanuts,EMERGENCY
16,i am experiencing swollen tongue and throat closing after eating peanuts,EMERGENCY
17,whole body rash with swelling of the face and trouble breathing,EMERGENCY
17,i have whole body rash with swelling of the face and trouble breathing,EMERGENCY
17,"doctor, whole body rash with swelling of the face and trouble breathing",EMERGENCY
17,whole body rash with swelling of the face and trouble breathing. what should i do,EMERGENCY
17,whole body rash with swelling of the face and trouble breathing. please advise,EMERGENCY
17,"hi, whole body rash with swelling of the face and trouble breathing and i am worried",EMERGENCY
17,hello doctor whole body rash with swelling of the face and trouble breathing,EMERGENCY
17,i am experiencing whole body rash with swelling of the face and trouble breathing,EMERGENCY
18,"fainted and hit my head, vomiting since then",EMERGENCY
18,"i have fainted and hit my head, vomiting since then",EMERGENCY
18,"doctor, fainted and hit my head, vomiting since then",EMERGENCY
18,"fainted and hit my head, vomiting since then. what should i do",EMERGENCY
18,"fainted and hit my head, vomiting since then. please advise",EMERGENCY
18,"hi, fainted and hit my head, vomiting since then and i am worried",EMERGENCY
18,"hello doctor fainted and hit my head, vomiting since then",EMERGENCY
18,"i am experiencing fainted and hit my head, vomiting since then",EMERGENCY
19,i am pregnant with heavy bleeding and severe belly pain,EMERGENCY
19,i have i am pregnant with heavy bleeding and severe belly pain,EMERGENCY
19,"doctor, i am pregnant with heavy bleeding and severe belly pain",EMERGENCY
19,i am pregnant with heavy bleeding and severe belly pain. what should i do,EMERGENCY
19,i am pregnant with heavy bleeding and severe belly pain. please advise,EMERGENCY
19,"hi, i am pregnant with heavy bleeding and severe belly pain and i am worried",EMERGENCY
19,hello doctor i am pregnant with heavy bleeding and severe belly pain,EMERGENCY
19,i am experiencing i am pregnant with heavy bleeding and severe belly pain,EMERGENCY
20,burns over my arm with blistering skin from boiling water,EMERGENCY
20,i have burns over my arm with blistering skin from boiling water,EMERGENCY
20,"doctor, burns over my arm with blistering skin from boiling water",EMERGENCY
20,burns over my arm with blistering skin from boiling water. what should i do,EMERGENCY
20,burns over my arm with blistering skin from boiling water. please advise,EMERGENCY
20,"hi, burns over my arm with blistering skin from boiling water and i am worried",EMERGENCY
20,hello doctor burns over my arm with blistering skin from boiling water,EMERGENCY
20,i am experiencing burns over my arm with blistering skin from boiling water,EMERGENCY
21,cannot pass urine at all since yesterday and severe lower belly pain,EMERGENCY
21,i have cannot pass urine at all since yesterday and severe lower belly pain,EMERGENCY
21,"doctor, cannot pass urine at all since yesterday and severe lower belly pain",EMERGENCY
21,cannot pass urine at all since yesterday and severe lower belly pain. what should i do,EMERGENCY
21,cannot pass urine at all since yesterday and severe lower belly pain. please advise,EMERGENCY
21,"hi, cannot pass urine at all since yesterday and severe lower belly pain and i am worried",EMERGENCY
21,hello doctor cannot pass urine at all since yesterday and severe lower belly pain,EMERGENCY
21,i am experiencing cannot pass urine at all since yesterday and severe lower belly pain,EMERGENCY
22,sudden loss of vision in one eye,EMERGENCY
22,i have sudden loss of vision in one eye,EMERGENCY
22,"doctor, sudden loss of vision in one eye",EMERGENCY
22,sudden loss of vision in one eye. what should i do,EMERGENCY
22,sudden loss of vision in one eye. please advise,EMERGENCY
22,"hi, sudden loss of vision in one eye and i am worried",EMERGENCY
22,hello doctor sudden loss of vision in one eye,EMERGENCY
22,i am experiencing sudden loss of vision in one eye,EMERGENCY
23,chest tightness with cold sweat and vomiting,EMERGENCY
23,i have chest tightness with cold sweat and vomiting,EMERGENCY
23,"doctor, chest tightness with cold sweat and vomiting",EMERGENCY
23,chest tightness with cold sweat and vomiting. what should i do,EMERGENCY
23,chest tightness with cold sweat and vomiting. please advise,EMERGENCY
23,"hi, chest tightness with cold sweat and vomiting and i am worried",EMERGENCY
23,hello doctor chest tightness with cold sweat and vomiting,EMERGENCY
23,i am experiencing chest tightness with cold sweat and vomiting,EMERGENCY
24,my newborn baby is not breathing normally and is grunting,EMERGENCY
24,i have my newborn baby is not breathing normally and is grunting,EMERGENCY
24,"doctor, my newborn baby is not breathing normally and is grunting",EMERGENCY
24,my newborn baby is not breathing normally and is grunting. what should i do,EMERGENCY
24,my newborn baby is not breathing normally and is grunting. please advise,EMERGENCY
24,"hi, my newborn baby is not breathing normally and is grunting and i am worried",EMERGENCY
24,hello doctor my newborn baby is not breathing normally and is grunting,EMERGENCY
24,i am experiencing my newborn baby is not breathing normally and is grunting,EMERGENCY
25,snake bite on my leg an hour ago,EMERGENCY
25,i have snake bite on my leg an hour ago,EMERGENCY
25,"doctor, snake bite on my leg an hour ago",EMERGENCY
25,snake bite on my leg an hour ago. what should i do,EMERGENCY
25,snake bite on my leg an hour ago. please advise,EMERGENCY
25,"hi, snake bite on my leg an hour ago and i am worried",EMERGENCY
25,hello doctor snake bite on my leg an hour ago,EMERGENCY
25,i am experiencing snake bite on my leg an hour ago,EMERGENCY
26,severe electric shock and my heart is racing,EMERGENCY
26,i have severe electric shock and my heart is racing,EMERGENCY
26,"doctor, severe electric shock and my heart is racing",EMERGENCY
26,severe electric shock and my heart is racing. what should i do,EMERGENCY
26,severe electric shock and my heart is racing. please advise,EMERGENCY
26,"hi, severe electric shock and my heart is racing and i am worried",EMERGENCY
26,hello doctor severe electric shock and my heart is racing,EMERGENCY
26,i am experiencing severe electric shock and my heart is racing,EMERGENCY
27,"confused, drowsy and cannot be woken properly",EMERGENCY
27,"i have confused, drowsy and cannot be woken properly",EMERGENCY
27,"doctor, confused, drowsy and cannot be woken properly",EMERGENCY
27,"confused, drowsy and cannot be woken properly. what should i do",EMERGENCY
27,"confused, drowsy and cannot be woken properly. please advise",EMERGENCY
27,"hi, confused, drowsy and cannot be woken properly and i am worried",EMERGENCY
27,"hello doctor confused, drowsy and cannot be woken properly",EMERGENCY
27,"i am experiencing confused, drowsy and cannot be woken properly",EMERGENCY
28,severe allergic reaction with hives all over and wheezing,EMERGENCY
28,i have severe allergic reaction with hives all over and wheezing,EMERGENCY
28,"doctor, severe allergic reaction with hives all over and wheezing",EMERGENCY
28,severe allergic reaction with hives all over and wheezing. what should i do,EMERGENCY
28,severe allergic reaction with hives all over and wheezing. please advise,EMERGENCY
28,"hi, severe allergic reaction with hives all over and wheezing and i am worried",EMERGENCY
28,hello doctor severe allergic reaction with hives all over and wheezing,EMERGENCY
28,i am experiencing severe allergic reaction with hives all over and wheezing,EMERGENCY
29,chest pain that started while resting and is not going away,EMERGENCY
29,i have chest pain that started while resting and is not going away,EMERGENCY
29,"doctor, chest pain that started while resting and is not going away",EMERGENCY
29,chest pain that started while resting and is not going away. what should i do,EMERGENCY
29,chest pain that started while resting and is not going away. please advise,EMERGENCY
29,"hi, chest pain that started while resting and is not going away and i am worried",EMERGENCY
29,hello doctor chest pain that started while resting and is not going away,EMERGENCY
29,i am experiencing chest pain that started while resting and is not going away,EMERGENCY
30,i am short of breath at rest and cannot lie flat,EMERGENCY
30,i have i am short of breath at rest and cannot lie flat,EMERGENCY
30,"doctor, i am short of breath at rest and cannot lie flat",EMERGENCY
30,i am short of breath at rest and cannot lie flat. what should i do,EMERGENCY
30,i am short of breath at rest and cannot lie flat. please advise,EMERGENCY
30,"hi, i am short of breath at rest and cannot lie flat and i am worried",EMERGENCY
30,hello doctor i am short of breath at rest and cannot lie flat,EMERGENCY
30,i am experiencing i am short of breath at rest and cannot lie flat,EMERGENCY
31,large amount of blood in my stool just now,EMERGENCY
31,i have large amount of blood in my stool just now,EMERGENCY
31,"doctor, large amount of blood in my stool just now",EMERGENCY
31,large amount of blood in my stool just now. what should i do,EMERGENCY
31,large amount of blood in my stool just now. please advise,EMERGENCY
31,"hi, large amount of blood in my stool just now and i am worried",EMERGENCY
31,hello doctor large amount of blood in my stool just now,EMERGENCY
31,i am experiencing large amount of blood in my stool just now,EMERGENCY
32,my child swallowed a button battery,EMERGENCY
32,i have my child swallowed a button battery,EMERGENCY
32,"doctor, my child swallowed a button battery",EMERGENCY
32,my child swallowed a button battery. what should i do,EMERGENCY
32,my child swallowed a button battery. please advise,EMERGENCY
32,"hi, my child swallowed a button battery and i am worried",EMERGENCY
32,hello doctor my child swallowed a button battery,EMERGENCY
32,i am experiencing my child swallowed a button battery,EMERGENCY
33,i drank a cleaning liquid by mistake,EMERGENCY
33,i have i drank a cleaning liquid by mistake,EMERGENCY
33,"doctor, i drank a cleaning liquid by mistake",EMERGENCY
33,i drank a cleaning liquid by mistake. what should i do,EMERGENCY
33,i drank a cleaning liquid by mistake. please advise,EMERGENCY
33,"hi, i drank a cleaning liquid by mistake and i am worried",EMERGENCY
33,hello doctor i drank a cleaning liquid by mistake,EMERGENCY
33,i am experiencing i drank a cleaning liquid by mistake,EMERGENCY
34,severe head injury after a road accident,EMERGENCY
34,i have severe head injury after a road accident,EMERGENCY
34,"doctor, severe head injury after a road accident",EMERGENCY
34,severe head injury after a road accident. what should i do,EMERGENCY
34,severe head injury after a road accident. please advise,EMERGENCY
34,"hi, severe head injury after a road accident and i am worried",EMERGENCY
34,hello doctor severe head injury after a road accident,EMERGENCY
34,i am experiencing severe head injury after a road accident,EMERGENCY
35,my arm is broken and the bone is visible,EMERGENCY
35,i have my arm is broken and the bone is visible,EMERGENCY
35,"doctor, my arm is broken and the bone is visible",EMERGENCY
35,my arm is broken and the bone is visible. what should i do,EMERGENCY
35,my arm is broken and the bone is visible. please advise,EMERGENCY
35,"hi, my arm is broken and the bone is visible and i am worried",EMERGENCY
35,hello doctor my arm is broken and the bone is visible,EMERGENCY
35,i am experiencing my arm is broken and the bone is visible,EMERGENCY
36,i feel my heart racing very fast and i almost fainted,EMERGENCY
36,i have i feel my heart racing very fast and i almost fainted,EMERGENCY
36,"doctor, i feel my heart racing very fast and i almost fainted",EMERGENCY
36,i feel my heart racing very fast and i almost fainted. what should i do,EMERGENCY
36,i feel my heart racing very fast and i almost fainted. please advise,EMERGENCY
36,"hi, i feel my heart racing very fast and i almost fainted and i am worried",EMERGENCY
36,hello doctor i feel my heart racing very fast and i almost fainted,EMERGENCY
36,i am experiencing i feel my heart racing very fast and i almost fainted,EMERGENCY
37,sudden severe pain between my shoulder blades tearing in nature,EMERGENCY
37,i have sudden severe pain between my shoulder blades tearing in nature,EMERGENCY
37,"doctor, sudden severe pain between my shoulder blades tearing in nature",EMERGENCY
37,sudden severe pain between my shoulder blades tearing in nature. what should i do,EMERGENCY
37,sudden severe pain between my shoulder blades tearing in nature. please advise,EMERGENCY
37,"hi, sudden severe pain between my shoulder blades tearing in nature and i am worried",EMERGENCY
37,hello doctor sudden severe pain between my shoulder blades tearing in nature,EMERGENCY
37,i am experiencing sudden severe pain between my shoulder blades tearing in nature,EMERGENCY
38,fever with fits in my three year old right now,EMERGENCY
38,i have fever with fits in my three year old right now,EMERGENCY
38,"doctor, fever with fits in my three year old right now",EMERGENCY
38,fever with fits in my three year old right now. what should i do,EMERGENCY
38,fever with fits in my three year old right now. please advise,EMERGENCY
38,"hi, fever with fits in my three year old right now and i am worried",EMERGENCY
38,hello doctor fever with fits in my three year old right now,EMERGENCY
38,i am experiencing fever with fits in my three year old right now,EMERGENCY
39,i cannot move my legs since this morning,EMERGENCY
39,i have i cannot move my legs since this morning,EMERGENCY
39,"doctor, i cannot move my legs since this morning",EMERGENCY
39,i cannot move my legs since this morning. what should i do,EMERGENCY
39,i cannot move my legs since this morning. please advise,EMERGENCY
39,"hi, i cannot move my legs since this morning and i am worried",EMERGENCY
39,hello doctor i cannot move my legs since this morning,EMERGENCY
39,i am experiencing i cannot move my legs since this morning,EMERGENCY
40,"increased wheezing and shortness of breath, i am asthmatic",HIGH
40,"i have increased wheezing and shortness of breath, i am asthmatic",HIGH
40,"doctor, increased wheezing and shortness of breath, i am asthmatic",HIGH
40,"increased wheezing and shortness of breath, i am asthmatic. what should i do",HIGH
40,"increased wheezing and shortness of breath, i am asthmatic. please advise",HIGH
40,"hi, increased wheezing and shortness of breath, i am asthmatic and i am worried",HIGH
40,"hello doctor increased wheezing and shortness of breath, i am asthmatic",HIGH
40,"i am experiencing increased wheezing and shortness of breath, i am asthmatic",HIGH
41,"shortness of breath when i walk up stairs, started this week",HIGH
41,"i have shortness of breath when i walk up stairs, started this week",HIGH
41,"doctor, shortness of breath when i walk up stairs, started this week",HIGH
41,"shortness of breath when i walk up stairs, started this week. what should i do",HIGH
41,"shortness of breath when i walk up stairs, started this week. please advise",HIGH
41,"hi, shortness of breath when i walk up stairs, started this week and i am worried",HIGH
41,"hello doctor shortness of breath when i walk up stairs, started this week",HIGH
41,"i am experiencing shortness of breath when i walk up stairs, started this week",HIGH
42,fever of 103 for four days with shivering,HIGH
42,i have fever of 103 for four days with shivering,HIGH
42,"doctor, fever of 103 for four days with shivering",HIGH
42,fever of 103 for four days with shivering. what should i do,HIGH
42,fever of 103 for four days with shivering. please advise,HIGH
42,"hi, fever of 103 for four days with shivering and i am worried",HIGH
42,hello doctor fever of 103 for four days with shivering,HIGH
42,i am experiencing fever of 103 for four days with shivering,HIGH
43,i am 71 and have had fever and weakness for three days,HIGH
43,i have i am 71 and have had fever and weakness for three days,HIGH
43,"doctor, i am 71 and have had fever and weakness for three days",HIGH
43,i am 71 and have had fever and weakness for three days. what should i do,HIGH
43,i am 71 and have had fever and weakness for three days. please advise,HIGH
43,"hi, i am 71 and have had fever and weakness for three days and i am worried",HIGH
43,hello doctor i am 71 and have had fever and weakness for three days,HIGH
43,i am experiencing i am 71 and have had fever and weakness for three days,HIGH
44,my two year old has fever and is refusing all fluids,HIGH
44,i have my two year old has fever and is refusing all fluids,HIGH
44,"doctor, my two year old has fever and is refusing all fluids",HIGH
44,my two year old has fever and is refusing all fluids. what should i do,HIGH
44,my two year old has fever and is refusing all fluids. please advise,HIGH
44,"hi, my two year old has fever and is refusing all fluids and i am worried",HIGH
44,hello doctor my two year old has fever and is refusing all fluids,HIGH
44,i am experiencing my two year old has fever and is refusing all fluids,HIGH
45,"vomiting everything i drink since yesterday, feeling very dry",HIGH
45,"i have vomiting everything i drink since yesterday, feeling very dry",HIGH
45,"doctor, vomiting everything i drink since yesterday, feeling very dry",HIGH
45,"vomiting everything i drink since yesterday, feeling very dry. what should i do",HIGH
45,"vomiting everything i drink since yesterday, feeling very dry. please advise",HIGH
45,"hi, vomiting everything i drink since yesterday, feeling very dry and i am worried",HIGH
45,"hello doctor vomiting everything i drink since yesterday, feeling very dry",HIGH
45,"i am experiencing vomiting everything i drink since yesterday, feeling very dry",HIGH
46,watery diarrhoea fifteen times today and dizzy on standing,HIGH
46,i have watery diarrhoea fifteen times today and dizzy on standing,HIGH
46,"doctor, watery diarrhoea fifteen times today and dizzy on standing",HIGH
46,watery diarrhoea fifteen times today and dizzy on standing. what should i do,HIGH
46,watery diarrhoea fifteen times today and dizzy on standing. please advise,HIGH
46,"hi, watery diarrhoea fifteen times today and dizzy on standing and i am worried",HIGH
46,hello doctor watery diarrhoea fifteen times today and dizzy on standing,HIGH
46,i am experiencing watery diarrhoea fifteen times today and dizzy on standing,HIGH
47,i am diabetic and my foot wound is swollen with pus,HIGH
47,i have i am diabetic and my foot wound is swollen with pus,HIGH
47,"doctor, i am diabetic and my foot wound is swollen with pus",HIGH
47,i am diabetic and my foot wound is swollen with pus. what should i do,HIGH
47,i am diabetic and my foot wound is swollen with pus. please advise,HIGH
47,"hi, i am diabetic and my foot wound is swollen with pus and i am worried",HIGH
47,hello doctor i am diabetic and my foot wound is swollen with pus,HIGH
47,i am experiencing i am diabetic and my foot wound is swollen with pus,HIGH
48,blood in my urine with burning and back pain,HIGH
48,i have blood in my urine with burning and back pain,HIGH
48,"doctor, blood in my urine with burning and back pain",HIGH
48,blood in my urine with burning and back pain. what should i do,HIGH
48,blood in my urine with burning and back pain. please advise,HIGH
48,"hi, blood in my urine with burning and back pain and i am worried",HIGH
48,hello doctor blood in my urine with burning and back pain,HIGH
48,i am experiencing blood in my urine with burning and back pain,HIGH
49,black stools for two days and i feel lightheaded,HIGH
49,i have black stools for two days and i feel lightheaded,HIGH
49,"doctor, black stools for two days and i feel lightheaded",HIGH
49,black stools for two days and i feel lightheaded. what should i do,HIGH
49,black stools for two days and i feel lightheaded. please advise,HIGH
49,"hi, black stools for two days and i feel lightheaded and i am worried",HIGH
49,hello doctor black stools for two days and i feel lightheaded,HIGH
49,i am experiencing black stools for two days and i feel lightheaded,HIGH
50,severe one sided abdominal pain moving to my groin,HIGH
50,i have severe one sided abdominal pain moving to my groin,HIGH
50,"doctor, severe one sided abdominal pain moving to my groin",HIGH
50,severe one sided abdominal pain moving to my groin. what should i do,HIGH
50,severe one sided abdominal pain moving to my groin. please advise,HIGH
50,"hi, severe one sided abdominal pain moving to my groin and i am worried",HIGH
50,hello doctor severe one sided abdominal pain moving to my groin,HIGH
50,i am experiencing severe one sided abdominal pain moving to my groin,HIGH
51,"painful swollen red calf, it feels warm",HIGH
51,"i have painful swollen red calf, it feels warm",HIGH
51,"doctor, painful swollen red calf, it feels warm",HIGH
51,"painful swollen red calf, it feels warm. what should i do",HIGH
51,"painful swollen red calf, it feels warm. please advise",HIGH
51,"hi, painful swollen red calf, it feels warm and i am worried",HIGH
51,"hello doctor painful swollen red calf, it feels warm",HIGH
51,"i am experiencing painful swollen red calf, it feels warm",HIGH
52,fever with a productive cough and pain on breathing in,HIGH
52,i have fever with a productive cough and pain on breathing in,HIGH
52,"doctor, fever with a productive cough and pain on breathing in",HIGH
52,fever with a productive cough and pain on breathing in. what should i do,HIGH
52,fever with a productive cough and pain on breathing in. please advise,HIGH
52,"hi, fever with a productive cough and pain on breathing in and i am worried",HIGH
52,hello doctor fever with a productive cough and pain on breathing in,HIGH
52,i am experiencing fever with a productive cough and pain on breathing in,HIGH
53,my blood sugar reading is above 400 and i feel very thirsty,HIGH
53,i have my blood sugar reading is above 400 and i feel very thirsty,HIGH
53,"doctor, my blood sugar reading is above 400 and i feel very thirsty",HIGH
53,my blood sugar reading is above 400 and i feel very thirsty. what should i do,HIGH
53,my blood sugar reading is above 400 and i feel very thirsty. please advise,HIGH
53,"hi, my blood sugar reading is above 400 and i feel very thirsty and i am worried",HIGH
53,hello doctor my blood sugar reading is above 400 and i feel very thirsty,HIGH
53,i am experiencing my blood sugar reading is above 400 and i feel very thirsty,HIGH
54,palpitations with dizziness on and off today,HIGH
54,i have palpitations with dizziness on and off today,HIGH
54,"doctor, palpitations with dizziness on and off today",HIGH
54,palpitations with dizziness on and off today. what should i do,HIGH
54,palpitations with dizziness on and off today. please advise,HIGH
54,"hi, palpitations with dizziness on and off today and i am worried",HIGH
54,hello doctor palpitations with dizziness on and off today,HIGH
54,i am experiencing palpitations with dizziness on and off today,HIGH
55,i am pregnant and have not felt the baby move since morning,HIGH
55,i have i am pregnant and have not felt the baby move since morning,HIGH
55,"doctor, i am pregnant and have not felt the baby move since morning",HIGH
55,i am pregnant and have not felt the baby move since morning. what should i do,HIGH
55,i am pregnant and have not felt the baby move since morning. please advise,HIGH
55,"hi, i am pregnant and have not felt the baby move since morning and i am worried",HIGH
55,hello doctor i am pregnant and have not felt the baby move since morning,HIGH
55,i am experiencing i am pregnant and have not felt the baby move since morning,HIGH
56,eye is red and painful with blurred vision,HIGH
56,i have eye is red and painful with blurred vision,HIGH
56,"doctor, eye is red and painful with blurred vision",HIGH
56,eye is red and painful with blurred vision. what should i do,HIGH
56,eye is red and painful with blurred vision. please advise,HIGH
